55.0, -202.0, -50.0, 34.0
55.0, 186.0, 50.0, 6.0
55.0, 48.0, -50.0, -10.0
55.0, -16.0, 50.0, -30.0
55.0, -19.0, -50.0, 3.0
55.0, -19.0, 50.0, 8.0
55.0, 125.0, -50.0, 16.0
55.0, -202.0, 50.0, 20.0
-202.0, 125.0, 50.0, -26.0
-202.0, -131.0, -50.0, -10.0
-202.0, 186.0, -50.0, -28.0
-202.0, -16.0, -50.0, -14.0
-202.0, 48.0, 50.0, -18.0
-202.0, 134.0, 50.0, -32.0
-202.0, -19.0, -50.0, 2.0
-202.0, -19.0, 50.0, -4.0
125.0, 60.0, -50.0, 10.0
125.0, -89.0, 50.0, 24.0
125.0, -19.0, -50.0, 9.0
125.0, -131.0, 50.0, 17.0
125.0, 48.0, 50.0, -3.0
125.0, -144.0, -50.0, 35.0
125.0, -131.0, -50.0, 25.0
125.0, 48.0, -50.0, -3.0
-18.0, 110.0, -50.0, -21.0
-18.0, 106.0, -50.0, -10.0
-18.0, -101.0, -50.0, -3.0
-18.0, 48.0, 50.0, 4.0
-18.0, -97.0, -50.0, 20.0
-18.0, 9.0, -50.0, 6.0
-18.0, 106.0, 50.0, 4.0
-18.0, -97.0, 50.0, -13.0
-89.0, 9.0, 50.0, 7.0
-89.0, -89.0, -50.0, -16.0
-89.0, -144.0, 50.0, 7.0
-89.0, 186.0, -50.0, -21.0
-89.0, 60.0, 50.0, 18.0
106.0, -97.0, 50.0, 3.0
106.0, -101.0, 50.0, 20.0
106.0, 110.0, 50.0, 3.0
106.0, -97.0, -50.0, -3.0
106.0, 9.0, 50.0, 24.0
110.0, -101.0, -50.0, 2.0
110.0, -97.0, -50.0, -6.0
110.0, 134.0, 50.0, 3.0
110.0, 186.0, -50.0, -27.0
110.0, -16.0, -50.0, -11.0
110.0, -101.0, 50.0, 25.0
-89.0, 60.0, 50.0, -15.0
-89.0, 60.0, -50.0, 8.0
-89.0, -131.0, 50.0, 4.0
-89.0, -144.0, -50.0, 7.0
-89.0, 48.0, -50.0, -23.0
-89.0, 186.0, 50.0, -23.0
-89.0, -144.0, 50.0, 14.0
-97.0, -101.0, 50.0, 1.0
-97.0, -19.0, -50.0, -25.0
-97.0, 9.0, 50.0, -13.0
-97.0, -131.0, 50.0, 10.0
-131.0, -144.0, 50.0, -10.0
-131.0, 48.0, 50.0, 10.0
-131.0, 9.0, 50.0, 3.0
-131.0, 60.0, 50.0, -29.0
-131.0, -19.0, 50.0, -4.0
-131.0, 48.0, -50.0, -13.0
60.0, -144.0, -50.0, 6.0
60.0, 48.0, 50.0, -3.0
60.0, -101.0, -50.0, 11.0
60.0, -144.0, 50.0, 8.0
9.0, -19.0, 50.0, -7.0
48.0, -19.0, -50.0, -3.0
48.0, -144.0, -50.0, -6.0
134.0, 186.0, -50.0, -26.0
134.0, -16.0, -50.0, 24.0
134.0, -19.0, -50.0, 14.0
134.0, -144.0, -50.0, 21.0
134.0, -16.0, 50.0, 10.0
134.0, 186.0, 50.0, 2.0
134.0, -101.0, -50.0, 19.0
186.0, -19.0, 50.0, 7.0
186.0, -16.0, -50.0, 5.0
186.0, -101.0, 50.0, 3.0
186.0, -16.0, 50.0, 18.0
-16.0, -19.0, 50.0, -7.0
-16.0, -101.0, 50.0, 10.0
